*Tele EF EB theta(degree) phi(degree)
   7  5 15       56.6871     227.407
   7  5 16       56.5274     227.043
   7  5 17       56.3687     226.678
   7  5 18       56.2111     226.311
   7  5 19       56.0546     225.943
   7  5 20       55.8992     225.574
   7  5 21       55.7449     225.203
   7  5 22       55.5917     224.831
   7  5 23       55.4398     224.458
   7  5 24       55.2890     224.083
   7  5 25       55.1394     223.708
   7  5 26       54.9911     223.331
   7  5 27       54.8440     222.953
   7  5 28       54.6982     222.574
   7  5 29       54.5536     222.193
   7  5 30       54.4104     221.812
   7  5 31       54.2685     221.429
   7  6  0       59.4864     232.486
   7  6  1       59.3145     232.146
   7  6  2       59.1433     231.804
   7  6  3       58.9728     231.460
   7  6  4       58.8031     231.115
   7  6  5       58.6341     230.769
   7  6  6       58.4658     230.420
   7  6  7       58.2984     230.070
   7  6  8       58.1318     229.719
   7  6  9       57.9660     229.366
   7  6 10       57.8011     229.012
   7  6 11       57.6371     228.656
   7  6 12       57.4741     228.298
   7  6 13       57.3119     227.939
   7  6 14       57.1507     227.579
   7  6 15       56.9905     227.217
   7  6 16       56.8314     226.854
   7  6 17       56.6732     226.489
   7  6 18       56.5161     226.123
   7  6 19       56.3601     225.756
   7  6 20       56.2052     225.388
   7  6 21       56.0514     225.018
   7  6 22       55.8987     224.647
   7  6 23       55.7472     224.274
   7  6 24       55.5968     223.901
   7  6 25       55.4477     223.526
   7  6 26       55.2998     223.150
   7  6 27       55.1531     222.773
   7  6 28       55.0077     222.395
   7  6 29       54.8636     222.016
   7  6 30       54.7207     221.635
   7  6 31       54.5792     221.254
   7  7  0       59.7815     232.288
   7  7  1       59.6102     231.948
   7  7  2       59.4397     231.607
   7  7  3       59.2698     231.264
   7  7  4       59.1007     230.919
   7  7  5       58.9323     230.573
   7  7  6       58.7647     230.225
   7  7  7       58.5978     229.876
   7  7  8       58.4318     229.525
   7  7  9       58.2666     229.173
   7  7 10       58.1023     228.819
   7  7 11       57.9389     228.464
   7  7 12       57.7764     228.107
   7  7 13       57.6148     227.749
   7  7 14       57.4542     227.389
   7  7 15       57.2945     227.028
   7  7 16       57.1358     226.666
   7  7 17       56.9782     226.302
   7  7 18       56.8216     225.937
   7  7 19       56.6661     225.570
   7  7 20       56.5117     225.203
   7  7 21       56.3583     224.834
   7  7 22       56.2061     224.463
   7  7 23       56.0551     224.092
   7  7 24       55.9052     223.719
   7  7 25       55.7565     223.346
   7  7 26       55.6090     222.971
   7  7 27       55.4627     222.595
   7  7 28       55.3177     222.218
   7  7 29       55.1740     221.839
   7  7 30       55.0315     221.460
   7  7 31       54.8903     221.080
   7  8  0       60.0770     232.091
   7  8  1       59.9064     231.752
   7  8  2       59.7365     231.411
   7  8  3       59.5673     231.068
   7  8  4       59.3988     230.724
   7  8  5       59.2310     230.378
   7  8  6       59.0640     230.031
   7  8  7       58.8978     229.682
   7  8  8       58.7323     229.332
   7  8  9       58.5677     228.980
   7  8 10       58.4040     228.627
   7  8 11       58.2411     228.273
   7  8 12       58.0792     227.917
   7  8 13       57.9181     227.559
   7  8 14       57.7581     227.200
   7  8 15       57.5989     226.840
   7  8 16       57.4408     226.478
   7  8 17       57.2837     226.115
   7  8 18       57.1276     225.751
   7  8 19       56.9726     225.386
   7  8 20       56.8186     225.019
   7  8 21       56.6657     224.651
   7  8 22       56.5140     224.281
   7  8 23       56.3634     223.911
   7  8 24       56.2140     223.539
   7  8 25       56.0657     223.166
   7  8 26       55.9186     222.792
   7  8 27       55.7728     222.417
   7  8 28       55.6282     222.041
   7  8 29       55.4848     221.664
   7  8 30       55.3427     221.286
   7  8 31       55.2019     220.907
   7  9  0       60.3730     231.895
   7  9  1       60.2031     231.556
   7  9  2       60.0338     231.216
   7  9  3       59.8652     230.874
   7  9  4       59.6973     230.530
   7  9  5       59.5301     230.185
   7  9  6       59.3637     229.838
   7  9  7       59.1981     229.490
   7  9  8       59.0333     229.140
   7  9  9       58.8693     228.789
   7  9 10       58.7061     228.437
   7  9 11       58.5438     228.083
   7  9 12       58.3824     227.728
   7  9 13       58.2219     227.371
   7  9 14       58.0624     227.013
   7  9 15       57.9038     226.653
   7  9 16       57.7462     226.292
   7  9 17       57.5896     225.930
   7  9 18       57.4340     225.567
   7  9 19       57.2795     225.202
   7  9 20       57.1260     224.836
   7  9 21       56.9736     224.469
   7  9 22       56.8223     224.100
   7  9 23       56.6722     223.731
   7  9 24       56.5232     223.360
   7  9 25       56.3753     222.988
   7  9 26       56.2287     222.615
   7  9 27       56.0832     222.241
   7  9 28       55.9390     221.866
   7  9 29       55.7960     221.490
   7  9 30       55.6543     221.113
   7  9 31       55.5139     220.735
   7 10  0       60.6694     231.700
   7 10  1       60.5001     231.362
   7 10  2       60.3315     231.022
   7 10  3       60.1635     230.680
   7 10  4       59.9963     230.337
   7 10  5       59.8297     229.993
   7 10  6       59.6639     229.646
   7 10  7       59.4989     229.299
   7 10  8       59.3347     228.950
   7 10  9       59.1712     228.599
   7 10 10       59.0087     228.248
   7 10 11       58.8469     227.894
   7 10 12       58.6861     227.540
   7 10 13       58.5262     227.184
   7 10 14       58.3671     226.826
   7 10 15       58.2091     226.467
   7 10 16       58.0520     226.107
   7 10 17       57.8959     225.746
   7 10 18       57.7408     225.383
   7 10 19       57.5868     225.020
   7 10 20       57.4338     224.654
   7 10 21       57.2819     224.288
   7 10 22       57.1311     223.921
   7 10 23       56.9814     223.552
   7 10 24       56.8328     223.182
   7 10 25       56.6854     222.812
   7 10 26       56.5392     222.440
   7 10 27       56.3941     222.067
   7 10 28       56.2503     221.693
   7 10 29       56.1077     221.318
   7 10 30       55.9663     220.942
   7 10 31       55.8262     220.565
   7 11  0       60.9662     231.506
   7 11  1       60.7976     231.168
   7 11  2       60.6296     230.829
   7 11  3       60.4622     230.488
   7 11  4       60.2956     230.145
   7 11  5       60.1297     229.801
   7 11  6       59.9645     229.456
   7 11  7       59.8001     229.109
   7 11  8       59.6364     228.760
   7 11  9       59.4736     228.411
   7 11 10       59.3116     228.059
   7 11 11       59.1504     227.707
   7 11 12       58.9901     227.353
   7 11 13       58.8308     226.998
   7 11 14       58.6723     226.641
   7 11 15       58.5148     226.283
   7 11 16       58.3582     225.924
   7 11 17       58.2026     225.563
   7 11 18       58.0480     225.201
   7 11 19       57.8945     224.838
   7 11 20       57.7420     224.474
   7 11 21       57.5905     224.109
   7 11 22       57.4402     223.742
   7 11 23       57.2909     223.375
   7 11 24       57.1428     223.006
   7 11 25       56.9958     222.636
   7 11 26       56.8500     222.265
   7 11 27       56.7053     221.893
   7 11 28       56.5619     221.520
   7 11 29       56.4197     221.146
   7 11 30       56.2787     220.771
   7 11 31       56.1390     220.396
   7 12  0       61.2634     231.313
   7 12  1       61.0954     230.976
   7 12  2       60.9280     230.637
   7 12  3       60.7613     230.296
   7 12  4       60.5953     229.955
   7 12  5       60.4300     229.611
   7 12  6       60.2654     229.266
   7 12  7       60.1016     228.920
   7 12  8       59.9386     228.572
   7 12  9       59.7763     228.223
   7 12 10       59.6149     227.872
   7 12 11       59.4543     227.521
   7 12 12       59.2946     227.167
   7 12 13       59.1357     226.813
   7 12 14       58.9778     226.457
   7 12 15       58.8208     226.100
   7 12 16       58.6647     225.741
   7 12 17       58.5097     225.381
   7 12 18       58.3556     225.020
   7 12 19       58.2025     224.658
   7 12 20       58.0505     224.295
   7 12 21       57.8995     223.930
   7 12 22       57.7496     223.565
   7 12 23       57.6008     223.198
   7 12 24       57.4531     222.830
   7 12 25       57.3066     222.461
   7 12 26       57.1611     222.092
   7 12 27       57.0169     221.721
   7 12 28       56.8739     221.349
   7 12 29       56.7320     220.976
   7 12 30       56.5914     220.602
   7 12 31       56.4520     220.228
   7 13  0       61.5609     231.122
   7 13  1       61.3936     230.785
   7 13  2       61.2268     230.446
   7 13  3       61.0608     230.106
   7 13  4       60.8954     229.765
   7 13  5       60.7307     229.422
   7 13  6       60.5667     229.078
   7 13  7       60.4035     228.732
   7 13  8       60.2410     228.385
   7 13  9       60.0794     228.036
   7 13 10       59.9185     227.687
   7 13 11       59.7585     227.335
   7 13 12       59.5993     226.983
   7 13 13       59.4410     226.629
   7 13 14       59.2836     226.274
   7 13 15       59.1272     225.917
   7 13 16       58.9716     225.560
   7 13 17       58.8171     225.201
   7 13 18       58.6635     224.841
   7 13 19       58.5109     224.479
   7 13 20       58.3593     224.117
   7 13 21       58.2088     223.753
   7 13 22       58.0594     223.389
   7 13 23       57.9110     223.023
   7 13 24       57.7638     222.656
   7 13 25       57.6176     222.288
   7 13 26       57.4726     221.919
   7 13 27       57.3288     221.549
   7 13 28       57.1861     221.179
   7 13 29       57.0447     220.807
   7 13 30       56.9044     220.434
   7 13 31       56.7654     220.061
   7 14  0       61.8588     230.931
   7 14  1       61.6921     230.594
   7 14  2       61.5260     230.257
   7 14  3       61.3605     229.917
   7 14  4       61.1958     229.576
   7 14  5       61.0317     229.234
   7 14  6       60.8683     228.890
   7 14  7       60.7057     228.545
   7 14  8       60.5438     228.199
   7 14  9       60.3828     227.851
   7 14 10       60.2225     227.502
   7 14 11       60.0630     227.151
   7 14 12       59.9044     226.799
   7 14 13       59.7466     226.446
   7 14 14       59.5898     226.092
   7 14 15       59.4338     225.736
   7 14 16       59.2788     225.379
   7 14 17       59.1248     225.021
   7 14 18       58.9717     224.662
   7 14 19       58.8196     224.302
   7 14 20       58.6685     223.940
   7 14 21       58.5185     223.577
   7 14 22       58.3695     223.214
   7 14 23       58.2215     222.849
   7 14 24       58.0747     222.483
   7 14 25       57.9290     222.116
   7 14 26       57.7844     221.748
   7 14 27       57.6410     221.379
   7 14 28       57.4987     221.010
   7 14 29       57.3576     220.639
   7 14 30       57.2177     220.267
   7 14 31       57.0790     219.895
   7 15  0       62.1569     230.741
   7 15  1       61.9908     230.405
   7 15  2       61.8254     230.068
   7 15  3       61.6606     229.729
   7 15  4       61.4965     229.389
   7 15  5       61.3330     229.047
   7 15  6       61.1702     228.704
   7 15  7       61.0082     228.359
   7 15  8       60.8469     228.014
   7 15  9       60.6864     227.666
   7 15 10       60.5267     227.318
   7 15 11       60.3678     226.968
   7 15 12       60.2098     226.617
   7 15 13       60.0525     226.265
   7 15 14       59.8962     225.911
   7 15 15       59.7408     225.556
   7 15 16       59.5863     225.200
   7 15 17       59.4327     224.843
   7 15 18       59.2802     224.485
   7 15 19       59.1285     224.125
   7 15 20       58.9779     223.764
   7 15 21       58.8284     223.403
   7 15 22       58.6798     223.040
   7 15 23       58.5323     222.676
   7 15 24       58.3859     222.311
   7 15 25       58.2406     221.945
   7 15 26       58.0965     221.578
   7 15 27       57.9534     221.210
   7 15 28       57.8115     220.842
   7 15 29       57.6708     220.472
   7 15 30       57.5313     220.102
   7 15 31       57.3929     219.730
   7 16  0       62.4553     230.553
   7 16  1       62.2899     230.217
   7 16  2       62.1251     229.880
   7 16  3       61.9609     229.542
   7 16  4       61.7974     229.202
   7 16  5       61.6346     228.861
   7 16  6       61.4724     228.519
